"CODIGO","DESIGNACAO","SIGLA_UC","CURSO"
"MEST306","Modelos e Análise de Estruturas de Betão","MCEB",500
"MEST305","Lages e Cascas","LC",500
"MEST205","Estruturas de Suporte de Terras","EST",500
"EEC216","Probabilidades e Estatística","PE",255
"EEC215","Teoria dos Circuitos","TC",255
"EEC214","Complementos de Fisica","CFIS",255
"EEC115","Práticas Laboratoriais","PL",255
"EEC114","Programação","PRG",255
"EEC113","Desenho Técnico","DT",255
"EEC112","Algebra","ALG",255
"EMI219","Resistência de Materiais","RM",318
"EMI327","Topografia Mineira","TM",318
"EMI531","Mineralúrgia Aplicada","MINA",318
"EMI530","Métodos Estatísticos Geoestatística e Avaliação","MEGA",318
"EMI117","Desenho Técnico","DT",318
"EMI116","Geologia(anual)","GEOL",318
"EMI217","Análise Matemática","AM",318
"EMI216","Inglês Técnico, 2ª Parte(anual)","INGT2",318
"EMI215","Mineralogia e Petrologia","MINP",318
"EMI115","Quimica Geral","QG",318
"EMI114","Introdução aos Computadores e Programação","ICP",318
"EMI113","Inglês Técnico, 1ª Parte(anual)","INGT1",318
"MEEC2063","Arquitectura de Computadores","AC",400
"MEEC2062","Informática Aplicada","INFA",400
"EC114","Programação","PRG",233
"GEI109","Mecânica","MEC",433
"MEMT101","Técnicas Experimentais de Investigação em Materiais-1","MEIM1",
"MEMT103","Técnicas Experimentais de Investigação em Materiais-2","MEIM2",700
"MEMT122","Técnicas Electroquímicas","TE",700
"MEMT121","Reologia de Polímeros","RP",700
"MEMT119","Microscopia Electrónica de Transmissão","MET",700
"MEMT118","Medidas Eléctricas e Opticas","MEO",700
"MEMT117","Lasers","LAS",700
"EC608","Trabalhos Fluviais e Marítimos 2","TFM2",233
"EC607","Seminário de Hidráulica 1","SH1",233
"EC606","Projecto e Gestão de Infra-Estruturas de Saneamento Básico 1","PGISB1",233
"EC605","Aproveitamentos Hidráulicos 1","AH1",233
"EC604","Trabalhos Fluviais e Marítimos 1","TFM1",233
"EC603","Seminário de Geotecnia 2","SG2",233
"EC602","Seminário de Geotecnia 1","SG1",233
"EC601","Seminário de Estruturas 2","SE2",233
"EC599","Seminário de Construções 2","SC2",233
"EC590","Métodos e Tecnologias de Construção 2","MTC2",233
"EC589","Física das Construções 2","FC2",233
"EC582","Seminário de Construções 1","SC1",233
"EC581","Métodos e Tecnologias de Construção 1","MTC1",233
"EC574","Física das Construções 1","FC1",233
"EC442","Vias de Comunicação 2","VC2",233
"MEMT102","Polímeros","POL",700
"MEB105","Trabalhos Práticos","TP",1500
"MEB102","Equipamento Médico e Biosensores","EMBS",1500
"MEB101","Tecnologia Geral","AFTG",1500
"EM226","Electricidade Aplicada II","EA2",304
"EM225","Electricidade Aplicada I","EA",304
"EIC3205","Laboratório de Sistemas Operativos","LSO",275
"EIC3204","Gestão de Empresas","GE",275
"EIC3202","Teoria da Computação II","TCII",275
"EIC3201","Compiladores","COMP",275
"EIC3200","Tecnologia de Sistemas de Gestão de Bases de Dados","TSGBD",275
"EIC3104","Investigação Operacional","IO",275
"EIC3103","Programação Paralela","PP",275
"EIC3102","Teoria da Computação I","TCI",275
"EIC3100","Novas Metodologias de Programação","NMP",275
"EMT107","Desenho Técnico","DT",312
"MEA310","Recuperação e Reutilização de Produtos Resíduais","RRPR",1100
"EQ225","Termodinâmica II","TERM.2",331
"CPGEA409","Geotécnia em Obras Hidráulicas","GOH",1200
"CPGEA408","Controlo e Automação","CAUT",1200
"MEA409","Geotécnia em Obras Hidraúlicas","GOH",1100
"MEA408","Controlo e Automação","CAUT",1100
"EC632","Legislação de Construção Civil","LCC",233
"EC631","Obras Geotécnicas","OG",233
"EC630","Gestão e Recursos Hidricos","GRH",233
"EC628","Economia dos Transportes","ETRANS",233
"MEEC1042","Novos Métodos de Investigação Operacional","NMIO",400
"MEPQ2120","Tópicos Avançados de Engenharia de Sistemas","TAES",900
"MEPQ2119","Monografia","MONO",900
"MEPQ2118","Reciclagem e Reutilização","RR",900
"MEPQ2117","Tópicos Avançados de Engenharia das Reacções","TAER",900
"MEPQ1116","Processos de Separação","PS",900
"MEPQ1115","Microbiologia e Bioquimica","MB",900
"MEPQ1114","Catálise","CAT",900
"MTM111","Organização e Gestão","OG",1600
"MTM110","Multimédia Hoje","MH",1600
"MTM109","A Imagem e o Signo","IS",1600
"MTM107","Sistemas Gráficos Interactivos","SGI",1600
"MTM106","Redes de Comunicação e Serviços Multimédia","RCSM",1600
"MTM105","Paradigmas de Programação e Base de Dados","PPBD",1600
"MTM104","Sistemas de Televisão e Video","STV",1600
"MTM103","Introdução aos Sistemas Multimédia/Laboratório Multimédia","ISM/LM",1600
"MTM102","Arte e Comunicação","AC",1600
"MTM101","Educação Multimédia","EM",1600
"MTM100","Tecnologia da Comunicação Multimédia","TCM",1600
"MEMT134","Outras a definir pela Comissão Científica","ODCC",700
"MEMT133","Espectroscopias de Superfície","ESPS",700
"MEMT130","Selecção de Materiais","SM",700
"MEMT129","Processamento de Materiais para Electrónica","PME",700
"MEMT128","Processamento de Polímeros","PP",700
"MEMT127","Processamento de Cerâmicos","PC",700
"MEMT126","Processamento de Metais","PM",700
"MEMT125","Materiais de Construção","MCON",700
"MEMT124","Materiais Compósitos","MCOM",700
"EM331","Introdução às Máquinas Térmicas","IMT",304
"CPGCE111","Térmica de Edifícios","TE",1800
"CPGCE110","Tecnologia de Fachadas","TFAC",1800
"CPGCE109","Segurança Contra Incêndios de Edifícios","SCIE",1800
"CPGCE108","Qualidade na Construção","QC",1800
"CPGCE106","Métodos Numéricos em Engenharia","MNE",1800
"CPGCE105","Edifícios Inteligentes","EI",1800
"CPGCE104","Coordenação de Projectos e Obras","CPO",1800
"CPGCE103","Conservação e Reabilitação de Edifícios","CRE",1800
"CPGCE102","Análise de Sistemas na Construção","ASC",1800
"EMI205","Quimica Física Aplicada","QFA",318
"EMI206","Petrologia","PET",318
"EMI208","Métodos Algébricos","MALG",318
"EMI209","Dinâmica de Sistemas","DE",318
"EMI210","Electricidade e Electromagnetismo","EE",318
"EMI211","Análise Matemática II","AM2",318
"EMI212","Orgãos de Máquinas","OM",318
"EMI307","Métodos Algébricos","MALG",318
"EMI309","Mecânica Analítica","MECAN",318
"EMI405","Métodos Estatísticos","ME",318
"EMI409","Métodos Algébricos","MALG",318
"EMI412","Computadores e Programação","CP",318
"EMI502","Diagramas de Tratamento I","DT1",318
"EMI506","Diagramas de Tratamento II","DT2",318
"EMI507","Geoestatística","GEOE",318
"EMI109","Mecânica Vectorial","MECV",318
"EMI310","Metalogénese","METAL",318
"EMI302","Transporte e Movimentação de Terras","TMT",318
"EQ407","Corrosão e Materiais","CM",331
"EQ105","Análise Matemática II","AM2",331
"EQ106","Mecânica Pura e Aplicada","MPA",331
"EQ107","Química Geral II","QGII",331
"EQ108","Laboratórios de Química II","LQII",331
"EMM500","Formagem","FORM",315
"EMM309","Extracção e Recuperação de Metais","ERM",315
"EMM407","Tratamentos Pré-Metalúrgicos","TPM",315
"EMI410","Gestão","GEST",318
"EMI508","Legislação Mineira","LMIN",318
"EMI509","Geoquimica","GEOQ",318
"EMI303","Análise Numérica","NA",318
"EMI400","Prospecção Mineira","PM",318
"EMI305","Métodos Estatísticos","ME",318
"EMI500","Teoria dos Métodos Geofísicos","TMG",318
"EMI501","Projectos de Exploração de Minas","PEM",318
"EMI111","Introdução à Engenharia de Minas(facultativa)","IEM",318
"EMM311","Física dos Materiais III","FM3",315
"EMM312","Laboratórios II","LAB2",315
"EMM104","Introdução aos Materiais I","IM",315
"EMM105","Mineralogia e Cristalografia","MINC",315
"EMM103","Informática I","INF1",315
"EMM314","Transferência de Calor","TC",315
"EMM313","Propriedades dos Metais II","PMET1",315
"EMM310","Física do Estado Sólido","FES",315
"EMM203","Informática III","INF3",315
"EMM303","Laboratórios I","LAB1",315
"EMM204","Propriedades e Ensaios de Materiais I","PEM1",315
"EMM205","Quimica Física I","QF1",315
"EMM304","Probabilidades e Estatística","PE",315
"EMM402","Probabilidades e Estatística","PE",315
"EMM210","Propriedades e Ensaios de Materiais II","PEM2",315
"EMM211","Quimica Física II","QF2",315
"EMM308","Electroquímica","EQUIM",315
"EMM406","Controlo de Qualidade","CQ",315
"EMI401","Diagramas de Tratamento","DTRAT",318
"EMI407","Métodos de Exploração","MEXP",318
"EM532","Materiais Compósitos","MCOM",304
"EM533","Método de Elementos Finitos","MEF",304
"EM534","Microínformática","M",304
"EM535","Tribologia","T",304
"EM547","Transporte de Fluídos (em Tubagens)","TFT",304
"EMT407","Tratamentos Pré-Metalúrgicos","TPM",312
"EMM506","Metalúrgia dos Metais não Ferrosos","MMNF",315
"EMM202","Física I","F1",315
"EMM206","Análise Vectorial","AV",315
"EMM201","Concentração de Minérios","CM",315
"EMM207","Física II","F2",315
"EMM208","Física dos Materiais I","FM1",315
"EMM405","Microeconomia","ME",315
"EMM403","Quimica Física Aplicada à Metalúrgia Extractiva","QFAME",315
"EMM404","Teoria das Máquinas","TM",315
"EMM505","Siderúrgia","SID",315
"EMM110","Quimica Inorgânica II","QI2",315
"EMM111","Quimica Orgânica","QO",315
"EMM301","Física III","F3",315
"EMM501","Fundição","F",315
"EMM503","Processos de União","PU",315
"EMM200","Cálculo Infinitesimal","CI",315
"EMM101","Desenho Técnico I","DT1",315
"EMM102","Quimica Inorgânica I","QI1",315
"EMM305","Propriedades dos Metais I","PMET",315
"EMM307","Análises Quimicas","AQ",315
"EMM302","Física dos Materiais II","FM2",315
"EMM306","Tratamentos Térmicos","TT",315
"EMM400","Electroquímica e Corrosão","EQUIMC",315
"EMM401","Propriedade dos Materiais","PMAT",315
"EMM502","Organização da Produção","OP",315
"EM308","Automatismos Industriais","AI",304
"EM406","Economia","ECON",304
"EM407","Gestão de Empresas II","GE2",304
"EM408","Transmissões Hidrostáticas","TH",304
"EM548","Térmica de Edifícios I","TE1",304
"EM549","Combustão","COMB",304
"EM100","Análise Matemática I","AM1",304
"EM102","Desenho Técnico","DT",304
"EM202","Electricidade Aplicada","EA",304
"EMT501","Fundição","F",312
"EMT500","Formagem","FORM",312
"EMT408","Gestão","GEST",312
"EMT406","Controlo de Qualidade","CQ",312
"EMT504","Seminário","SEM",312
"EMT505","Siderúrgia","SID",312
"EMT506","Metalúrgia dos Metais não Ferrosos","MMNF",312
"EMT104","Algebra Linear e Geometria Analítica","ALGA",312
"EMT105","Análise Matemática","AM",312
"EMT202","Cálculo Infinitésimal","CI",312
"EMT206","Análise Vectorial","AV",312
"EMT302","Resistência dos Materiais","RM",312
"EMT303","Tratamentos Térmicos","TT",312
"EMT305","Análise Numérica","NA",312
"EMT306","Macroeconomia","MAC",312
"EMT502","Organização da Produção","OP",312
"EMT503","Processos de União","PU",312
"EM522","Seminário de Construções Mecânicas","SCM",304
"EM556","Permutadores de Calor","PC",304
"EM550","Mecânica de Fluídos Computacional","MECFC",304
"EM525","Estruturas Metálicas","EM",304
"EM518","Método de Elementos Finitos","MEF",304
"EM519","Materiais Compósitos","MCOM",304
"EM531","Servomecanismos","SER",304
"EM411","Contabilidade","CONT",304
"EM506","Gestão da Produção e Materiais","GPM",304
"EM507","Gestão da Manutenção","GM",304
"EM508","Gestão da Qualidade","GQ",304
"EM509","Gestão Financeira","GF",304
"EM510","Informática Industrial","INFI",304
"EM539","Seminário de Projecto de Máquinas","SPM",304
"EM520","Mecânica da Fractura","MECF",304
"EM403","Transferência de Calor","TC",304
"EM404","Tecnologia Mecânica III","TM3",304
"EM405","Investigação Operacional","IO",304
"EM200","Análise Matemática II","AM2",304
"EM201","Termodinâmica","T",304
"EM203","Mecânica II","MEC2",304
"EM204","Mecânica dos Sólidos","MSOLID",304
"EM208","Mecânica III","MEC3",304
"EM401","Gestão de Empresas I","GE1",304
"EM400","Orgãos de Máquinas e Anteprojecto","OMA",304
"EM515","Projecto de Construções Mecânicas","PCM",304
"EM530","Projecto de Máquinas","PM",304
"EM106","Mecânica I","MEC1",304
"EM104","Ciência dos Materiais","CMAT",304
"EM105","Tecnologia Mecânica I","TM1",304
"EM207","Análise Numérica","AN",304
"EM205","Desenho de Construções Mecanicas","DCM",304
"EM302","Controlo Automático","C.AUT",304
"EM303","Estatística","EST",304
"EM304","Materiais de Construção Mecânica I","MCM1",304
"EM305","Vibrações","V",304
"EM402","Circuitos Lógicos e Microprocessadores","CLM",304
"EM300","Mecânica dos Fluídos","MECF",304
"EM306","Sistemas de Informação","SI",304
"EM307","Materiais de Construção Mecânica II","MCM2",304
"EM552","Laboratório de Fluídos e Calor","LFC",304
"EM523","Estabilidade Estrutural","EE",304
"EM524","Dinâmica das Estruturas","DE",304
"EEC212","Sistemas Digitais I","SD1",255
"EEC211","Física III","F3",255
"EEC210","Estatística","EST",255
"EEC208","Teoria da Electricidade IV","TE4",255
"EEC207","Electrónica II","E2",255
"EEC205","Física II","F2",255
"EEC204","Análise Numérica","AN",255
"EEC203","Circuitos e Sinais I","CS1",255
"EEC201","Electrónica I","E1",255
"EEC200","Análise Matemática III","AM3",255
"EEC111","Física I","F1",255
"EM566","Informática Industrial","INFI",304
"EM502","Complementos de Investigação Operacional","CIO",304
"EM503","Métodos de Previsão","MP",304
"EM504","Análise de Projectos de Investimento","API",304
"EM309","Concepção e Fabrico Assistido por Computador","CFAC",304
"EM505","Marketing","MK",304
"EM516","Análise Experimental de Tensões","AET",304
"EM517","Placas e Cascas","PC",304
"EM569","Corrosão e Revestimentos","CR",304
"EM562","Engenharia das Superfícies","ES",304
"EM563","Tecnologia da Soldadura","TS",304
"EM565","Materiais Compósitos","MCOM",304
"EM551","Motores Térmicos","MT",304
"EM103","Programação de Computadores","PC",304
"EM107","Química","Q",304
"EM108","Tecnologia Mecânica II","TM2",304
"EM206","Metalurgia Mecânica","MM",304
"EM409","Máquinas Térmicas","MT",304
"EEC424","Sistemas Digitais III","SD3",255
"EEC425","Controlo de Movimento I","CM1",255
"EEC426","Electrónica Industrial II","EI2",255
"EEC500","Seminário/Projecto SEE","S/PSEE",255
"EEC510","Distribuição de Energia II","DE2",255
"EEC511","Processos Electroquimicos e Corrosão","PEC",255
"EEC543","Software de Comunicações","SC",255
"EEC514","Controlo de Movimento II","CM2",255
"EEC447","Processamento de Sinal","PS",255
"EEC448","Telecomunicações III","TELE3",255
"EEC450","Redes de Computadores","RC",255
"EEC451","Radiação e Propagação II","RP2",255
"EEC452","Sistemas Informáticos","SI",255
"EEC110","Teoria das Probabilidades","TP",255
"EM554","Térmica de Edifícios II","TE2",304
"EM555","Transporte Pneumático","TP",304
"EM557","Refrigeração","R",304
"EM553","Térmica Industrial","TI",304
"EM567","Gestão da Produção e Materiais","GPM",304
"EM568","Processos Tecnológicos","PT",304
"EM526","Dimensionamento de Depósitos e Tubagem","DDT",304
"EM536","Comando de Máquinas e Ferramentas","CNMF",304
"EM537","Informática Industrial","INFI",304
"EM538","Dinâmica das Estruturas","DE",304
"EM540","Plasticidade","PLAS",304
"EM541","Complementos de Tribologia","CT",304
"EM542","Instrumentação e Medida","IM",304
"EEC526","Robótica","ROB",255
"EEC527","Sistemas Gráficos","SG",255
"EEC528","Simulação","SIM",255
"EEC529","Sistemas de Apoio à Decisão","SAD",255
"EEC531","Processamento e Análise de Imagem","PAI",255
"EEC532","Controlo Optimo","CO",255
"EEC533","Sistemas Períciais","SP",255
"EEC534","Identificação e Modelização de Sistemas","IMS",255
"EEC536","Teoria da Informação","TI",255
"EEC537","Sistemas de Telecomunicações","ST",255
"EEC539","Comunicações Opticas","CO",255
"EEC540","Simulação","SIM",255
"EEC541","Economia e Gestão","EG",255
"EEC542","Redes Integradas de Serviços","RIS",255
"EEC428","Estruturas da Informação e Algoritmos","EIA",255
"EEC429","Instalações Eléctricas","IE",255
"EEC430","Investigação Operacional I","IO1",255
"EEC431","Bases de Dados","BD",255
"EEC432","Introdução à Microelectrónica","IMIC",255
"EEC433","Métodos de Optimização","MO",255
"EEC434","Processamento de Sinal","PS",255
"EEC435","Controlo de Qualidade","CQ",255
"EEC436","Sistemas Informáticos","SI",255
"EEC437","Planeamento e Gestão da Produção","PGP",255
"EEC438","Inteligência Artificial","IA",255
"EEC505","Análise de Sistemas Eléctricos II","ASE2",255
"EEC109","Programação e Computadores II","PC2",255
"EEC108","Teoria da Electricidade II","TE2",255
"EEC107","Algebra II","ALG2",255
"EEC106","Análise Matemática II","AM2",255
"EEC105","Quimica Aplicada à Electrotecnia","QAE",255
"EEC104","Desenho","DES",255
"EEC206","Laboratórios I","LAB1",255
"EEC422","Comunicação de Dados","CD",255
"EEC423","Investigação Operacional I","IO1",255
"EEC441","Controlo por Computador","CC",255
"EEC442","Telecomunicações II","TELE2",255
"EEC444","Instalações Eléctricas","IE",255
"EEC535","Seminário/Projecto TC","S/PTC",255
"EEC522","Seminário/Projecto IS","S/PIS",255
"EEC515","Sistemas Electrónicos de Controlo de Potência I","SECP1",255
"EEC516","Tecnologia e Técnicas de Implementação","TTI",255
"EEC517","Sistemas de Instrumentação I","SI1",255
"EEC530","Economia e Gestão","EG",255
"EEC519","Sistemas Electrónicos de Controlo de Potência II","SECP2",255
"EEC521","Sistemas de Instrumentação II","SI2",255
"EEC445","Linguagens de Programação","LP",255
"EEC503","Técnicas de Alta Tensão","TAT",255
"EEC504","Electrotermia","ELTM",255
"EEC544","Processamento e Análise de Imagem","PAI",255
"EEC506","Sistemas Electromecânicos de Energia I","SEME1",255
"EEC507","Economia e Gestão","EG",255
"EEC508","Regimes Transitórios em Sistemas Eléctricos","RTSE",255
"EEC509","Sistemas Electromecânicos de Energia II","SEME2",255
"EEC300","Máquinas Eléctricas I","ME1",255
"EEC408","Investigação Operacional I","IO1",255
"EEC407","Sistemas Eléctricos de Energia III","SEE3",255
"EEC406","Máquinas Eléctricas IV","ME4",255
"EEC405","Luminotecnia","LUM",255
"EEC404","Produção e Transporte de Energia I","PTE1",255
"EEC403","Tecnologia dos Materiais Electrotécnicos","TME",255
"EEC439","Investigação Operacional II","IO2",255
"EEC518","Economia e Gestão","EG",255
"EEC520","Automação e Unidades de Produção","AUP",255
"EEC524","Análise de Sistemas Informáticos","ASI",255
"EC314","Investigação Operacional","IO",233
"EC427","Protecção Costeira","PCOS",233
"EC417","Segurança Contra Incêndios em Edifícios","SCIE",233
"EC420","Investigação Operacional","IO",233
"EC419","Patologia dos Materiais","PM",233
"EC509","Estruturas de Betão II","EB2",233
"EC513","Disciplina II","D2",233
"EC105","Geologia","GEOL",233
"EC212","Mecânica Racional","MECR",233
"EC206","Estatística","EST",233
"EC529","Fundações","FUND",233
"EC531","Pontes","PONT",233
"EC532","Complementos de Análise Estrutural","CAE",233
"EC307","Planeamento do Território I","PTI",233
"EC110","Física I","F1",233
"EC512","Disciplina I","D1",233
"EC548","Mecanica das Rochas","MECR",233
"EQ504","Refinação de Petróleos e Petroquímica B-I","PETB1",331
"EQ505","Poluição B-I","POLBI",331
"EQ400","Engenharia das Reacções III","ER3",331
"EQ401","Dinâmica de Sistemas","DS",331
"EQ402","Processos de Separação II","PSII",331
"EQ104","Desenho Industrial","DI",331
"EQ200","Computação e Métodos Numéricos","CMN",331
"EQ201","Mecânica dos Fluídos","MECF",331
"EQ307","Química Física Complementar","QFC",331
"GEI106","Metalúrgia Mecânica","MM",433
"GEI107","Microeconomia","ME",433
"GEI303","Gestão Financeira","GF",433
"GEI304","Resistência de Materiais","RM",433
"GEI302","Estatística","EST",433
"GEI300","Automação Industrial","AI",433
"GEI207","Electromagnetismo","EMAG",433
"GEI201","Desenho Industrial","DI",433
"GEI108","Mecânica I","MEC1",433
"GEI306","Mecânica de Fluídos","MECF",433
"GEI307","Tecnologia Mecânica II","TM2",433
"GEI200","Análise Matemática II","AM2",433
"EQ109","Química Orgânica I","QOI",331
"EQ205","Análise Matemática III","AM3",331
"EQ206","Fenómenos de Transferência I","FTI",331
"EQ420","Química Têxtil A-II","QTEXA2",331
"EQ421","Polímeros A-II","POLA2",331
"EQ417","Refinação de Petróleos e Petroquímica A-II","PETA2",331
"EQ408","Laboratórios de Engenharia Química IV","LEQIV",331
"EQ405","Instrumentação e Controlo","IC",331
"EQ518","Informática Industrial B-II","INFIB2",331
"EQ517","Hidrometalúrgia B-II","HIDBII",331
"EQ516","Polímeros B-II","POLB2",331
"EMI505","Hidrogeologia Captagem e Drenagem","HCD",318
"EMI214","Ciência dos Materiais","CMAT",318
"EMI308","Instalações Mineiras","IMIN",318
"EMI312","Geomecânica e Domínio dos Terrenos","GGT",318
"EMI411","Economia Política","EPOL",318
"EMI101","Geologia I","GEOL1",318
"EMI105","Desenho Geológico e Topográfico","DGT",318
"EMI102","Quimica Geral I","1102",318
"EMI100","Inglês Técnico I (anual)","IT1",318
"EMI200","Mineralogia","MIN",318
"EMI207","Resistência de Materiais","RM",318
"EMI203","Inglês Técnico II","IT2",318
"EQ202","Física","FIS",331
"EQ203","Química Orgânica II","QOII",331
"EQ308","Bioquímica e Macromoléculas","BM",331
"EQ304","Laboratórios de Engenharia Química I","LEQI",331
"EQ204","Termodinâmica Química I","TQI",331
"EQ300","Fenómenos de Transferência II","FTII",331
"EQ301","Engenharia das Reacções I","ERI",331
"EQ303","Operações de Transferência","OT",331
"EQ403","Laboratórios de Engenharia Química III","LEQIII",331
"EMI408","Construções Industriais","CIND",318
"EMI406","Mecânica Analítica","MECAN",318
"EMI402","Hidromineralúrgia e Operações Auxiliares","HOA",318
"EMI403","Escavações Subterrâneas","ES",318
"EMI404","Contabilidade","CONT",318
"EMI504","Planeamento Mineiro","PMIN",318
"EMI107","Quimica Geral II","QGII",318
"EMI106","Geologia II","GEOL2",318
"EMI110","Desenho de Máquinas","DMAQ",318
"EMI108","Algebra Linear e Geometria Analítica","ALGA",318
"EMI103","Análise Matemática I","AM1",318
"EMI104","Computadores e Programação","CP",318
"EMI202","Análise Matemática I","AM1",318
"EMI204","Métodos Estatísticos","ME",318
"MFAMF5000","Dissertação","DISS",2050
"CPGGI1211","Bases de Dados","BD",2015
"CPGGI1209","Análise de Dados","ADAD",2015
"CPGGI1208","Informação Empresarial","IE",2015
"CPGGI1207","Informação Científico-Técnica","ICT",2015
"CPGEE1014","Comunicações Móveis e Pessoais","",1300
"CPGEE2100","Processamento de Sinal Aplicado às Comunicações","",1300
"CPGEE2096","Dinâmica e Estabilidade de Sistemas Eléctricos","",1300
"CPGEE2095","Mercados de Electricidade e Qualidade de Serviço","",1300
"CPGEE2065","Sistemas de Acontecimentos Discretos","",1300
"CPGEE2064","Controlo de Sistemas Não Lineares","",1300
"CPGEE2094","arquitectura e Projecto de Computadores","",1300
"CPGEE2093","Aplicações na Web","",1300
"CPGEE2092","Visão e Controlo Inteligente","",1300
"CPGEE2091","Sistemas de Automação","",1300
"CPGEE2090","Estratégia e Gestão de Operações","",1300
"CPGEE2089","Metodologias de Apoio à Decisão","",1300
"CPGEE2088","Redes de Comunicação","",1300
"ERSC1100","Tecnologias Básicas das Comunicações","",2090
"ERSC1101","Sistemas Distribuidos","ERSC",2090
"ERSC1102","Sistemas de Comunicação","ERSC",2090
"ERSC1103","Redes IP","",2090
"ERSC1200","Serviços Multimédia","",2090
"ERSC1201","Programação em Comunicações","",2090
"ERSC1202","Planeamento e Gestão de Redes","",2090
"ERSC1203","Análise e Modelização de Sistemas e Redes","",2090
"EC5139","Sistemas de Abastecimento de Água","SAAG",233
"MEAM5000","Dissertação","",2055
"EC5243","Sistemas de Drenagem Urbana","SDRU",233
"EC5137","Planeamento Urbano","PURB",233
"MEMT116","Espectroscopia do Visivel e do Infravermelho","EVIR",700
"EC117","Quimica para Engenheiros Civis","QEC",233
"EC116","Geologia Aplicada à Engenharia Civil","GAEC",233
"EM210","Mecânica Geral","MECG",304
"EM111","Análise Matemática","AM",304
"EM209","Complementos de Tecnologia Mecânica","CTM",304
"EM110","Desenho e Métodos Gráficos","DMG",304
"EEC116","Electrotecnia","ELT",255
"EM412","Gestão de Empresas","GE",304
"EM310","Electricidade e Electrónica I","EELEC1",304
"EC115","Algebra e Geometria Analítica","AGA",233
"EQ111","Química Física Geral","QFG",331
"EQ110","Química Geral","QG",331
"EEC546","Unidades para Sistemas de Controlo","USC",255
"EEC463","Investigação Operacional","IO",255
"EEC462","Instrumentação Electrónica","IE",255
"EEC461","Electrónica Industrial","EI",255
"EEC460","Electrónica Aplicada","EAPL",255
"EEC459","Tecnologia dos Materiais","TMAT",255
"EEC315","Instrumentação e Medidas","IM",255
"EEC458","Complementos de Sistemas Digitais II","CDS2",255
"EEC457","Telecomunicações","TELE",255
"EEC456","Automação e Controlo","AUTC",255
"EEC455","Controlo de Qualidade","CQ",255
"EEC223","Teoria das Probabilidades e Estatística","TPE",255
"EEC222","Introdução aos Sistemas Digitais","ISDIG",255
"EEC221","Complementos de Teoria da Electricidade","CTE",255
"EEC220","Electrotecnia Teórica II","ET2",255
"EEC219","Electrotecnia Teórica I","ET1",255
"EEC218","Complementos de Análise Matemática II","CAM2",255
"EEC217","Complementos de Análise Matemática I","CAM1",255
"EEC545","Propagação Guiada","PG",255
"EEC314","Introdução aos Sistemas Eléctricos de Energia","ISEE",255
"EM576","Seminário de Construções Mecânicas","SCM",304
"EC430","Betão Armado I","BA1",233
"EM574","Máquinas Térmicas II","MT2",304
"EM428","Materiais Polímeros","MP",304
"EM427","Máquinas Térmicas I","MT1",304
"EM426","Comandos Hidráulicos","COMH",304
"EM315","Electricidade e Instrumentação","EI",304
"EM314","Resistência de Materiais","RM",304
"EM425","Materiais e Processos Tecnológicos II","MPT2",304
"EM424","Elasticidade","EM",304
"EM422","Comandos Pneumáticos e Eléctricos","COMPE",304
"EM313","Electrotécnia","ELT",304
"EQ113","Algebra Linear","ALGL",331
"EQ112","Química Inorgânica","QI",331
"EM112","Mecânica","MEC",304
"EC119","Algebra Linear e Geometria Analítica","ALGA",233
"EC555","Elementos de Arquitectura","EA",233
"EM573","Gestão de Energia Térmica","GET",304
"EC318","Física dos Meios Contínuos","FMC",233
"EC217","Mecânica","MEC",233
"EM312","Metalurgia,Física e Mecânica","MFM",304
"EM572","Climatização","CLIM",304
"EM212","Termodinâmica Geral","TG",304
"EC118","Introdução à Engenharia Civil","IEC",233
"EM571","Automação","AUT",304
"EM420","Processos Térmicos","PTERM",304
"EM417","Térmica Industrial","TI",304
"EM419","Mecânica Aplicada","MECAP",304
"EM413","Complementos de Matemática","CMAT",304
"EC122","Desenho e Métodos Gráficos I","DMG1",233
"EC121","Quimica Geral II","QGII",233
"EC120","Quimica Geral I","QGI",233
"EEC317","Curso Geral de Máquinas Eléctricas I","CGME1",255
"EEC316","Teoria dos Sistemas","TS",255
"EQ520","Bioengenharia IV","BIO",331
"EQ425","Bioengenharia II","BIO",331
"EQ424","Bioengenharia I","BIO",331
"CPGEE2087","Organizações, Tecnologia e Gestão","",1300
"CPGEE1087","Tecnologias das Comunicações","",1300
"CPGEE2058","Comunicações Digitais Avançadas","",1300
"CPGEE1086","Produção Dispersa e Energias Renováveis","",1300
"CPGEE1085","Métodos de Planeamento de Sistemas Eléctricos","",1300
"CPGEE1084","Métodos Computacionais de Análise de Sistemas Eléctricos","",1300
"CPGEE1083","Identificação para Controlo","",1300
"CPGEE1082","Controlo de Sistemas Lineares","",1300
"CPGEE1081","Processamento de Informação Sensorial","",1300
"CPGEE1080","Concepção e Programação de Sistemas Distribuidos","",1300
"CPGEE1079","Inspecções e Visão Industrial","",1300
"CPGEE1078","Projecto de Circuitos e Sistemas Digitais","",1300
"CPGEE1077","Sistemas de Controlo","",1300
"CPGEE1076","Integração Empresarial","",1300
"CPGEE1075","Sistemas Distribuidos em Tempo Real","",1300
"CPGEE1074","Processamento e Análise de Sinal","",1300
"CPGEE1073","Programação Orientada aos Objectivos","",1300
"CPGEE1072","Fiabilidade e Qualidade","",1300
